Engine,Indices,Q1,Q2,Q3,Q4,Q5,Q6,Q7
InnoDB,(),43.362911542256676,1.5237172444661458,6.868124008178711,3.113969167073568,29.414693514506023,4.732394218444824,1.5830834706624348
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);',)",43.32535266876221,1.7443339029947917,6.9458802541097,3.0425151189168296,29.92395559946696,4.555169741312663,1.504238446553548
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);',)",42.66336758931478,1.5540758768717449,2.3514906565348306,3.067803382873535,29.05143102010091,4.727713267008464,1.5022993087768555
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);',)",42.89228121439616,1.5824317932128906,6.90773328145345,3.125802675882975,30.45181433359782,4.7394514083862305,1.4908472696940105
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);',)",28.29004128774007,1.4786005020141602,6.857633590698242,3.214701016743978,39.24943606058756,4.686848322550456,1.6899585723876953
InnoDB,"('CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);',)",41.85669422149658,1.6592820485432942,6.866002082824707,3.180487950642904,29.646166165669758,4.678177833557129,1.5766064325968425
InnoDB,"('CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);',)",43.30458641052246,1.5526294708251953,7.082136472066243,3.0053536097208657,30.422552426656086,4.616808891296387,1.676313082377116
InnoDB,"('CREATE INDEX idx_sample_type ON sample(Sample_Type);',)",42.277987798055015,1.4140605926513672,6.870237986246745,2.0356973012288413,30.123527844746906,4.644338289896647,1.7040014266967773
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);')",42.783872286478676,1.3987143834431965,2.784172693888346,3.0659755071004233,29.7848383585612,4.468441009521484,1.609206199645996
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);')",42.96572208404541,1.4612595240275066,6.905508041381836,2.9732863108317056,29.582921663920086,4.527044296264648,1.607823371887207
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",28.369855880737305,1.3773520787556965,6.877231597900391,3.1323671340942383,39.3693208694458,4.432519276936849,1.4569282531738281
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",42.714389165242515,1.6424179077148438,6.667876243591309,3.0063549677530923,29.72581386566162,4.628054300944011,1.3804276784261067
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",43.06588172912598,1.4662424723307292,7.035946846008301,3.0132452646891275,29.806097348531086,4.701375961303711,1.757677396138509
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.328222592671715,1.3204256693522136,6.807740529378255,2.265016237894694,29.458069801330566,4.428807894388835,1.5899419784545898
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);')",42.319234212239586,1.41753355662028,2.4346351623535156,3.072206179300944,30.266094207763672,4.838323593139648,1.5331109364827473
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",23.5840638478597,1.6331593195597331,2.4880568186442056,3.060809771219889,39.58739439646403,4.548994700113933,1.4904896418253581
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",42.66447226206461,1.4130671819051106,2.4997472763061523,3.267828623453776,29.40970261891683,4.408399264017741,1.3546387354532878
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.50241915384928,1.5021959940592449,2.497680981953939,2.9767274856567383,29.692840576171875,4.549717903137207,1.5332857767740886
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.537537256876625,1.4544963836669922,2.533602714538574,2.2739251454671225,29.28045590718587,4.419366518656413,1.647496223449707
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",28.1857172648112,1.5685876210530598,6.96256160736084,3.0502875645955405,39.82712427775065,4.5714616775512695,1.5186071395874023
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",41.93234443664551,1.5857140223185222,6.826925277709961,3.075122833251953,29.314247767130535,4.588437080383301,1.518416404724121
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.92116165161133,1.459654172261556,7.331204414367676,3.090771039326986,30.317155520121258,4.572550455729167,1.5072345733642578
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.94455051422119,1.571170488993327,6.967751185099284,2.3056507110595703,29.293139775594074,4.69816525777181,1.3591289520263672
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",27.959108352661133,1.4811595280965169,6.866685549418132,3.0759096145629883,39.02676900227865,4.523054758707683,1.356681187947591
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",28.777352968851726,1.5083948771158855,7.059160868326823,3.1131347020467124,39.96187051137289,4.458864529927571,1.3762950897216797
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",28.200546900431316,1.435708999633789,6.620081265767415,2.129062016805013,40.05359013875326,4.419350624084473,1.5883763631184895
InnoDB,"('CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.96042124430338,1.378353436787923,7.019495964050293,3.0236641565958657,29.614830017089844,4.634459813435872,1.4758825302124023
InnoDB,"('CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",44.17372544606527,1.3643423716227214,7.0288340250651045,2.4002949396769204,29.59282398223877,4.606421788533528,1.3761440912882488
InnoDB,"('CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.37858359018961,1.4274358749389648,6.896456082661946,2.1617730458577475,29.906400044759113,4.510267575581868,1.4377514521280925
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);')",43.757168451944985,1.4570951461791992,2.470191319783529,3.05329958597819,29.424420992533367,4.497321446736653,1.5664021174112956
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",23.177989323933918,1.3069947560628254,2.443965276082357,3.0757824579874673,39.688404401143394,4.63109016418457,1.5771547953287761
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",42.82428423563639,1.5885353088378906,2.655172348022461,3.034377098083496,29.759828249613445,4.5699357986450195,1.5880584716796875
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",43.638197580973305,1.4120737711588542,2.625608444213867,3.001530965169271,29.98831272125244,4.629230499267578,1.5299081802368164
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.40172608693441,1.5247742335001628,2.402472496032715,2.1975199381510415,29.51193650563558,4.694962501525879,1.621691385904948
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",27.968637148539226,1.4049450556437175,6.8967024485270185,2.9601335525512695,41.04344844818115,4.475267728169759,1.5103499094645183
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",41.918532053629555,1.3924360275268555,7.010515530904134,2.9398520787556968,29.3302059173584,4.451441764831543,1.5299320220947266
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",44.171412785847984,1.5941301981608074,6.889573733011882,2.8828700383504233,30.09459177652995,4.538925488789876,1.654505729675293
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.377591133117676,1.4491637547810872,6.724921862284343,2.308758099873861,29.74270184834798,4.519001642862956,1.5573978424072266
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",28.652040163675945,1.5468517939249675,6.774338086446126,2.8886874516805015,39.491915702819824,4.796648025512695,1.6976038614908855
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",27.341866493225098,1.5684207280476887,7.052516937255859,3.0800183614095054,41.076246897379555,4.572582244873047,1.5458186467488606
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",27.677162488301594,1.3553937276204426,6.970890363057454,2.0845969518025718,39.865358670552574,4.583056767781575,1.5532811482747395
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.989301681518555,1.4804363250732422,7.010126113891602,3.0283689498901367,30.10550340016683,4.364633560180664,1.6443729400634766
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.50584348042806,1.4852523803710938,6.929461161295573,2.146728833516439,30.307523409525555,4.801201820373535,1.567983627319336
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.19380124409994,1.513504981994629,6.82676633199056,2.2658824920654297,29.972505569458008,4.50444221496582,1.5151262283325195
